,productName,brand,price,fabricType,closureType,countryOfOrigin,describe,productDescription,ratings,rate
980,Under Armour UA Vanish Tapered, Under Armour,78.42,100% Polyester,Zipper,Philippines,"UA Microthread technology in the fabric dries faster, won't cling to you, won't chafe & stretches without absorbing sweat|Material wicks sweat & dries really fast|Anti-odor technology prevents the growth of odor-causing microbes|Stretch-engineered waistband for superior mobility & insane comfort|Hand pockets & secure back pockets","UA Microthread technology in the fabric dries faster, won't cling to you, won't chafe & stretches without absorbing sweat. Material wicks sweat & dries really fast. Anti-odor technology is a superlative innovation which helps prevents odor. Stretch-engineered waistband for superior mobility & insane comfort. Hand pockets & secure back pockets",213.0,4.5
981,"Columbia Flex ROC Pant Mens, Fossil, 40W x 34L", Columbia,55.0,"98% Cotton, 2% Elastane",Button,India,"DURABLE OUTDOOR PANTS: The Columbia Men’s Flex ROC Casual Hiking Pants are perfectly at home on the trail, across pavement, or sitting fireside. Designed for carefree wear, you'll love this everyday outdoor staple.","These pants are an everyday outdoor enthusiast's must-have. The Columbia Men's Flex ROC Casual Hiking Pants are an essential because of its signature soft-to-the-touch cotton blend that remains lightweight, yet durable, no matter the activity. High quality fabrics and expert craftsmanship are the backbone of Columbia’s apparel. These men's pants are durable and comfortable and include six strong belt loops for the perfect fit and ultimate freedom of movement. They feature two front and two rear pockets, plus a zippered security pocket, and a multi-tool/knife pocket to keep key items at the ready. Columbia offers these pants in multiple staple colors, lengths and sizes. Extended sizing available. Regular Fit. To ensure the size you choose is just right, please refer to our sizing chart and abide by the following measurement instructions: To find your waist measurement, measure around your natural waistline. And for your inseam measurement, measure from the top of the interior leg to the end of the knee.",2.0,Không có
982,"Columbia Men's Flex ROC™ Pant Pants, India Ink, 38x30", Columbia,55.0,"98% Cotton, 2% Elastane",Button,India,Omni-shield helps you stay clean and dry by resisting the absorption of Liquids into the yarns to prevent staining the garment,"A rugged outdoor pant, the flex roc is outfitted with advanced water repellency treatment that shields you from rain and stains alike.",Không có,Không có
983,Ariat Men's M2 Traditional Relaxed Murphy Boot Cut, ARIAT,66.23,"67% Cotton, 32% Polyester, 1% Elastane",Mexico,Không xác định,No-rub comfort inseam,"This is go-anywhere, do-anything denim. Ready to work hard or play hard, the Ariat relaxed-fit M2 has a stackable, boot-cut leg for a classic look.",1.0,Không có
984,Oakley Men's Performance 5 Utility Pant, Oakley,51.0,"94% Nylon, 6% Spandex",Button,Indonesia,Water repellent,"Take casual to a whole new level with the versatile Everyday 5 Pocket Pant designed with a distinctive aesthetic. Water-repellent, stretch fabric, combined with a zipper, one button waistband with belt loops ensures all-day comfort, and a concealed zippered pocket on the right leg holds your essentials. Internal mesh side pockets provide added utility and it’s finished with a branded logo tag on the pocket seam.",10.0,4.8
985,Under Armour UA Woven Graphic, Under Armour,27.74,100% Polyester,Pull On,Malaysia,Lightweight woven fabric delivers superior comfort & durability,Lightweight woven fabric delivers superior comfort & durability. Encased elastic waistband with internal drawcord. Open hand pockets. . .,3680.0,4.5
986,Ariat Men's M5 Straight Waco Straight, ARIAT,86.95,100% Cotton,Button,Mexico,No-rub comfort inseam,"Ruggedly handsome and supremely comfortable, these jeans are ready for wherever the day (or night) takes you. The Ariat straight leg M5 is fitted through the seat and thigh for a modern yet classic look.",8.0,4.8
987,Ariat mens M4 Low Rise Boot Cut Jeans, ARIAT,86.95,100% Cotton,Zipper,Mexico,"STACKABLE BOOT CUT: A modern take on a classic fit, these bootcut jeans are relaxed through the waist, hip and thigh for the most comfortable fit, all day long; Show off your boots with the stackable design, creating a perfect over-the-boot silhouette","The m4 scoundrel is a low rise boot cut jean that is relaxed through the waist, hip and thigh. The scoundrel has a medium stonewash, hand sanding, whiskers, tacking and grinding. It has needle stitching on the body and stylized back pocket embroidery.",1295.0,4.4
988,Dickies Men's Warming Temp-iq Denim 5-Pocket Jean, Dickies,46.25,73% Cotton/26% Polyester/1% Spandex,Button,Bangladesh,Warming Temp-IQ Denim 5-Pocket Jeans,"Dickies’ Warming Temp-iQ® Denim 5-Pocket Jeans are the essential cold climate denim to fit all of your needs. These hardworking jeans have been enhanced with durable flex denim for a flannel-like interior. The innovative technology provides ultimate breathability while keeping you comfortable all day long. With rivets at all the stress points these resilient jeans will be sure to pass your durability test. Not short on storage, the traditional 5-pocket design helps keep your hands free throughout the day.",163.0,4.6
989,Wrangler Riggs Workwear mens Technician Short, Wrangler,33.59,100% Cotton,Zipper,Mexico,Action gusset,Không có,541.0,4.5
990,"adidas Originals Men's Camo Dipped Pants, multi, L", adidas Originals,49.88,100% Cotton,Tapered,Không xác định,"Regular fit is not tight and not loose, the perfect in-between fit","These sweat pants are covered in a camouflage print that stands out on the street. For modern style, the print combines with a fading dip-dye effect. They're made of fleece for a soft, cozy feel. Iconic branding A Trefoil logo on the front shows adidas pride Ombré update Grayscale camo brings an unconventional look to a classic pattern",11.0,3.4
991,Timberland Mens Ballast Athletic Fit Flex 5 Pocket Jeans, Timberland PRO,42.36,"70% Cotton, 29% Polyester, 1% Elastane",Button,Mexico,Athletic fit,Timberland Mens Ballast Athletic Fit Flex 5 Pocket Jeans,5.0,3.6
992,ARIAT mens M5 Slim Stretch Coltrane Stackable Straight Leg Jean, ARIAT,86.95,100% Cotton,Button,Mexico,Slim through seat and thigh,"M5 Slim Stretch Coltrane Stackable Straight Leg Jean Ruggedly handsome for wherever the day (or night) takes you. These jeans are low-waisted and cut slimmer through the seat and thigh with a stackable straight leg. Slim through seat and thigh Low rise Stackable straight leg 13.5 oz ring-spun stretch denim Dark wash with fashion back pocket No-rub comfort inseams Anchored belt loops Heavy-duty zippers and hardware Extra deep front pockets 99% cotton, 1% spandex Machine wash cold.",147.0,4.4
993,GAP Men's Athletic Slim Fit Jeans, GAP,46.36,100% Cotton,Pull On,Cambodia,"Gap champions a uniquely American sense of style with apparel that bridges the gaps between individuals, generations, and cultures","Modern American Optimism is in our DNA. Since 1969, we have acted as a force for good. Bridging the gaps between generations, backgrounds, and ideas through the honesty (and hope) of our eternal youthful energy",Không có,Không có
994,ARIAT Men's M7 Rocker Stretch Grizzly Straight Jean, ARIAT,79.95,100% Cotton,Button,Mexico,"STACKABLE: A modern take on a classic fit, these jeans are relaxed through the waist, hip and thigh for the most comfortable fit, all day long; Show off your boots with the stackable design, creating a perfect over-the-boot silhouette",Nothing beats a great pair of jeans that can go to work - or relax on the weekend. Sturdy and with a touch of stretch for a great fit and supreme comfort.,16.0,4.6
995,Wrangler Men's 20X No. 22 Original Fit Jean, Wrangler,59.99,Cotton Blend,Pull On,Mexico,Relaxed-fitting jean in distress-free denim featuring embroidered coin pocket and straight leg,Classic five-pocket styling in a relaxed fit silhouette with tapered leg opening. This jean is a 14.5 oz heavyweight denim in a right hand twill for the authentic jean look. Stone washed for 30 minutes for extra softness and comfort.,336.0,4.5
996,IZOD Men's Straight Fit Herringbone Golf Dress Pant, IZOD,30.57,100% Polyester,Button,Bangladesh,Embossed logo buttons,Không có,35.0,4.1
997,Champion Men's Lightweight Fleece Pants, Champion,54.0,"90% Cotton, 10% Polyester",Drawstring,Không xác định,3.25 inch tonal embroidered vintage script,"Champion authentic athletic apparel. Founded in Rochester, new York in 1919, the champion brand has outfitted athletes for generations. From USA Olympic teams to everyday athletes. From the golden age of pro hoops to the weekly pick-up game. Champion athletic wear has been there. Athletic apparel is our culture, our heritage, our dna.",20.0,3.9
998,Mossy Oak Men's Lounge Comfy Gym Shorts with Pockets, Mossy Oak,16.99,"92% Polyester, 8% Elastane",Drawstring,Jordan,"DESIGN: Lightweight men workout shorts that feature a quick-drying, 4-way stretch material powered by all-natural cooling technology. Made from a 92% polyester/8% elastane blended fabric.","The Mossy Oak Men’s Workout Short features a lightweight, 4-way stretch material that’s powered by Hydroplex technology. This activated cooling provides up to 30% reduction in body surface temperature, while the non-clingy, moisture wicking fabric keeps you comfortable and dry. It also provides UPF sun protection in addition to superior breathability. Enjoy peak performance and comfort while training, exercising, or lounging around.",28.0,4.2
999,Propper Men's Kinetic Tactical Shorts, Propper,47.44,"65% Polyester, 32% Cotton, 3% Spandex",Snap,Bangladesh,"ULTRA COMFORTABLE: Flexible NEWStretch fabric, gusseted crotch, and slider waistband with an 11” inseam keep you moving throughout your active lifestyle","The next generation of tactical shorts is here. Built with revolutionary NE stretch fabric, the Men's Kinetic Short is designed to keep you moving forward, ahead, in pursuit of your goals.",8.0,3.5
1000,Ariat Male Rebar M4 Low Rise DuraStretch Made Tough Double Front Stackable Straight Leg Pant Deep Forest 38W x 38L, ARIAT,43.38,Pull On,Straight,Không xác định,Utility pocket and pen slot,Không có,Không có,Không có
1001,"Mizuno Comp Warmup Pant, Grey, Large", Mizuno,42.91,"65% Cotton, 35% Polyester",High Rise,China,"Thermal fleece fabric: recycles body heat, creating an insulation warm layer between body and garment","Designed to provide comfort, flexibility, and an ideal layer of warmth. Made with Mizuno premium 4-way stretch fabric and WarmaLite technology to work with athletic movements while creating an insulating warm layer between body and garment.",2.0,Không có
1002,"Mountain Hardwear Men's Standard Hardwear AP Pant, Surplus Green, 40x34", Mountain Hardwear,63.57,"75% Cotton, 23% Nylon, 2% Elastane",Zipper,Indonesia,"DURABLE AND STRETCHY MATERIAL: Durable, stretch fabric ensures optimal mobility. Relaxed fit and articulated knees for ample mobility. Cotton Nylon Canvas-Duck blend (75% Cotton, 23% Nylon, 2% Elastane.)","An all-day pant that offers a unique combination of performance and style. Backpacker gave the AP™ Pant its Editor's Choice Award for incomparable fit, design, and versatility. Made from a blended canvas fabric it's comfortable, durable, and has excellent stretch.",Không có,Không có
