,productname,brand,price,fabrictype,closuretype,countryoforigin,productdescription,ratings,rate,about,product_id,brand_id
562,Levi's Men's 550 Relaxed Fit Jeans (Also Available in Big & Tall), Levi's,44.97,100% Cotton,Zipper,Vietnam,Levi's Men's 550 Relaxed Fit Jeans (Also Available in Big & Tall),79271,4.5,"LEVI'S 550: These jeans feature a classic, relaxed style with more room for a slightly baggy fit. The 550 also features a tailor-like taper at the leg, complete with zip fly and 5 Pocket Styling.",563,45
563,Tru-Spec Men's 24-7 Series Xpedition Pant, Tru-Spec,106.85,"65% Polyester, 35% Cotton",Snap,Indonesia,"TRU-SPEC 24-7 Xpedition Tactical Pants for Men are the right choice for a wide range of outdoor activities. These classy, durable cargo pants for men are designed with multiple visible and hidden pockets, making them convenient enough to be used as work or everyday pants as well. DWR water repellent coated for soil and moisture protection making these pants stain and fade resistant. Available in various colors and sizes, these comfy men pants are constructed from cutting edge 6.5oz. Polyester cotton micro rip-stop mechanical stretch fabric and double weave 91% nylon, 9% Spandex accents for ease of movement and superior comfort.",2260,4.6,LIGHTWEIGHT TACTICAL PANTS: The stylish pants for men with 65% polyester/35% cotton are engineered as an on-duty or off-duty wear keeping men's shape in mind,564,72
564,Lee Men's Drawstring Utility Pant, Lee,64.96,"99% Cotton, 1% Spandex",Zipper,Bangladesh,"STRETCH FABRIC. Don't sacrifice style for comfort. Made from a cotton-stretch blend, these drawstring utility pants add effortless style to your casual look.",11,4.1,"CLASSIC FIT. This drawstring pant sits at the waist and features a straight fit through the leg for a classic, laid-back look. Finished with an elastic waistband at the back for added comfort, these pants will keep you looking stylish and comfortable.",565,43
565,"Dickies Men's Loose Fit Double Knee Work Pants, Khaki", Dickies,34.99,"65% Polyester, 35% Cotton",Zipper,Mexico,"Our Dickies Men's Loose Fit Double Knee Work Pants work double-time in comfort so you can stay comfortable and focused on doing your work. The twill blend adds durability and is easy to care for. These pants feature reinforced knees for even more durability, as well as a high-rise waist and relaxed fit, with a classic straight leg. And the wide-tunnel belt loops are sturdy and can handle a heavy belt. These Double Knee Work Pants also have welt back pockets that stay securely closed, and a front multiuse pocket, too.",Unknown,3,Reinforced knees,566,22
566,BOSS Men's Slim-fit Chino Trouser Pant, BOSS,101.5,"97% Cotton, 3% Elastane",Button,Sri Lanka,"Comfortable, versatile casual trousers in easy-wear stretch cotton by HUGO BOSS. Cut to a modern silhouette with a narrow leg and a regular-rise waist, this functional pair is finished with double belt loops for extra versatility. Build a host of day-to-evening looks with t-shirts and technical outerwear.",101,4.4,Button Closure,567,9
567,Silver Jeans Co. Men's Eddie Athletic Fit Tapered Leg Jeans, Silver Jeans Co.,53.69,"64% Cotton, 22% Recycled Polyester, 13% Recycled Cotton, 1% Elastane",Button,Cambodia,"Silver Jeans Co. Eddie Athletic Fit Tapered Leg Jeans - Eddie is the ultimate fit for athletic builds, featuring a classic and roomy athletic fit through the hip and thigh. It sits at the waist with a longer saddle for extra room and added comfort. The classic athletic fit in the thigh area tapers to a 15” leg opening with a close-cut finish.",635,4.5,DISTINCTIVE DENIM. Our Men's Eddie Athletic Fit Tapered Leg Jeans feature 5-pocket styling with a zip fly and button closure. They're tapered to perfection for an active lifestyle.,568,64
568,Lee Men's Cargo Pant, Lee,53.75,"90% Cotton, 8% Nylon, 2% Spandex",Zipper,Bangladesh,"Just like our founder, H.D. Lee, our passion is helping can-do people do more. We are committed to designing clothing that conforms to your body, allowing you to move through life freely. We help you chase the things that bring you joy and laughter. The things that make you fearless and hopefully because your passion is what makes you unique. And what moves you, moves us. Move your Lee.",14,3.6,"CLASSIC FIT. Designed with a classic fit through the seat and thigh, these cargo pants sit at the natural waist. Made for versatility and comfort, these pants are perfect for any activity.",569,43
569,Lee mens Regular Fit Straight Leg Jean, Lee,34.9,100% Cotton,Button,Mexico,Unknown,18086,4.5,"REGULAR FIT. This classic jean sits at the waist and features a straight fit through the seat, leg, and thigh. Made with a 16-inch leg opening, this regular fit jean provides a tailored look that keeps you comfortable all day long.",570,43
570,Silver Jeans Co. Men's Allan Slim Fit Straight Leg Jeans, Silver Jeans Co.,98.0,"93% Cotton, 6% Polyester, 1% Elastane",Button,Cambodia,"Silver Jeans Co. is more than denim, it's a legacy of adventure. For 100 years, we've been crafting jeans that fit flawlessly, feel comfortable, and look great, empowering you to make every moment a story worth telling. Our denim is a canvas for your stories, accompanying you on any adventure and celebrating your unique journey. When you start in Silvers, every day is an opportunity to express yourself fearlessly.",621,4.5,"DENIM DONE RIGHT. Our Men's Allan Slim Fit Straight Leg Jeans are a wear anywhere option with 5-pocket styling, a zip fly, and button closure. Choose from a variety of washes.",571,64
571,"5.11 Tactical Men's Stryke Operator Uniform Pants w/Flex-Tac Mechanical Stretch, Style 74369", 5.11,80.08,100% Other Fibers,36 Inches,Bangladesh,"Level up your performance in the field with the Stryke Operator Pants from 5.11! Designed to accompany you in the toughest jobs, this innovative gear offers the ultimate in functionality. Constructed from Flex-Tac fabric, this clothing features a Teflon-treated structure that offers maximum resistance against stain, spill, and moisture. It's reinforced with a gusseted crotch to eliminate worries about accidental rips and tears, while increasing agility. Its front pockets are sized to fit your phone or a knife. Created to let you always stay on top of the most demanding situations, this pair also comes with various pockets for convenient storage of essentials, mission-critical gear, and other tools. The self-adjusting waistband and articulated knees ensure snug fitting of the garment. Whether you're on the field for duty or on the road for an extreme adventure, prepare for the toughest encounters by sporting premium apparel built for action. Conquer new challenges and always be ready with high-performance gear from 5.11 Tactical.",11176,4.7,"The Stryke Pant is made from 5.11's patented two-way mechanical stretch 65% polyester/35% cotton rip stop fabric which makes them lightweight and durable. They provide outstanding comfort and performance in harsh conditions, professional and recreational",572,1
572,Buffalo David Bitton Men's Loose Fit Matt, Buffalo David Bitton,119.0,"80% Cotton, 20% Recycled Cotton",Button,United Arab Emirates,"Buffalo creates fashionable clothing that defines you. These loose-fit jeans are perfect for casual workdays or nights out, are made from high-quality cotton, and come in a wide variety of washes. They feature a loose, unrestricted fit, 5 pockets, belt loops, a zipper fly, and single-button fastening.Wash these men’s jeans only every 8–10 wears to help reduce your planet impact and extend their life. Machine wash in cold water with like colors. Do not bleach. Tumble dry on low or hang dry. Jeans using a natural indigo dye may bleed. Wear with care.At Buffalo, each piece of fashion we make moves us forward. Through a deep understanding of our product life cycle and our commitment to repurposing waste to make new fabrics and materials, we ensure that our garments contribute to supporting the world we live in.Buffalo was born of fashion in 1972. Since our beginnings in France, the birthplace of denim, our denim has always been a means of expression. We dress you from the “bottoms up” with the perfect fits, finest fabrics, and timeless washes while having a responsible impact. This is who we are. We are Denim.",40,3,These classic black straight-leg jeans will become a wardrobe staple,573,12
573,Red Kap Men's Pleated Work Pant, Red Kap,26.49,Machine Wash,Low Rise,China,"Red Kap Men's Double Front Pleated Work Pants. A classic look for any job, the double front pleats of this pant are a simple way to knock ‘em dead. Made with speacial poly blend fibers to deter dust and debris. And with color-retention and stain-resistant technologies built into the fabric, these work pants look brighter and cleaner much longer than others.",302,4.3,PROFESSIONAL & COMFORTABLE. These classic pants combine the tailoring of a classic dress pant with the relaxed fit of twill slacks.,574,60
574,Dickies Men's Slim Fit Straight Leg Cargo Pants, Dickies,34.99,"65%Polyester,35% Cotton",Zipper,Nicaragua,"These cargo pants combine a professional style with all the comfort and practicality you need for the work day. The slimmer cut provides a tidy look, while an expandable cargo pocket offers handy storage for all your gear.",14,4.8,Sits below waist,575,22
575,Wrangler Mens Rugged Wear Classic Fit Jeans, Wrangler,29.99,100% Cotton,31 Inches,Mexico,Unknown,1082,4.3,Classic-fit jean featuring five-pocket styling and hardware rivets/button,576,78
576,Kenneth Cole REACTION Men's Premium Flex Slim Fit Fashion Dress Pant, Kenneth Cole REACTION,36.91,"69% Polyester, 29% Viscose, 2% Elastane",Hook and Bar,Bangladesh,"Just like the trusty comfort dress pants you know and love, we steered over to making our fabrics more innovative, so they perform and keep up with your busy lifestyle. Cut in a slim fit, these pants offer stretch and mobility when you need it most in your day. PRO STYLE TIP: Pair these pants with your favorite T-shirt and sneakers. To dress this pant up a bit, toss on a solid blazer to balance out the laid-back look.",75,4.4,FEATURES: This flat front slim fit pant features a Hi-Lo Grid design with a Premium Flex Waistband and incredible stretch built into the fibers allowing you to move with ease throughout the day.,577,42
577,Wrangler Mens Retro Slim Fit Bootcut Jeans, Wrangler,27.31,"99% Cotton, 1% Spandex",Zipper,Pakistan,Unknown,139,4.3,"CLASSIC BOOTCUT. Some styles become classics for a reason. These men's bootcut jeans make it easy to rock the look you love at the level of comfort you need. Designed to go with everything in your closet, it's a style that will never disappear.",578,78
578,Armani Exchange Men's J13 Slim Fit Comfort Cotton Denim Pants, A｜X ARMANI EXCHANGE,73.24,"99% Cotton, 1% Elastane",Zipper,Cambodia,"These A|X Armani Exchange jeans come in a comfort cotton denim with a classic slim fit, a small A|X Icon logo patch on the back pocket, and an Armani Exchange logo tag on the waistband.",1,3,Slim Fit,579,8
579,Buffalo David Bitton Men's Cargo Joe, Buffalo David Bitton,28.76,"98% Cotton, 2% Suplex Twill",Zipper,USA,"Designed with a comfortable slim leg, these incredibly soft twill pants are constructed from a luxurious cotton blend with some stretch. The Joe Cargo pant features 2 roomy cargo pockets, 2 slit pockets and 2 welt pockets at the back. Each cargo pocket bears a mini Buffalo logo.",9,4.7,"Designed with a comfortable slim leg, these incredibly soft twill pants are constructed from a luxurious cotton blend with some stretch",580,12
